trigger,trigger_kind,trigger_support,n_expected_diagnoses,top_expected_diagnosis,top_confidence
MED_FLUOROURACIL,medication,367,25,DX_10_G893,0.28610354223433243
PROC_10_02100AW,procedure,366,25,DX_10_D62,0.860655737704918
PROC_10_0B9D8ZX,procedure,366,25,DX_10_J9601,0.5191256830601093
PROC_9_8607,procedure,366,21,DX_9_4019,0.3633879781420765
PROC_9_8152,procedure,365,25,DX_9_4019,0.4904109589041096
PROC_10_0DN80ZZ,procedure,365,25,DX_10_I10,0.4054794520547945
PROC_9_863,procedure,365,14,DX_9_4019,0.3506849315068493
MED_ATROPINE_SULFATE_1,medication,362,25,DX_10_Z515,0.5828729281767956
MED_LOPINAVIR_RITONAVIR,medication,362,23,DX_9_V08,0.4889502762430939
PROC_10_0SB20ZZ,procedure,361,25,DX_10_I10,0.4404432132963989
PROC_9_5114,procedure,360,20,DX_9_5762,0.6833333333333333
PROC_9_3972,procedure,360,17,DX_9_4373,0.5388888888888889
MED_BENZOCAINE_20_SPRAY,medication,359,15,DX_9_4019,0.15877437325905291
PROC_9_9205,procedure,358,9,DX_9_4019,0.5279329608938548
PROC_9_6563,procedure,358,19,DX_9_4019,0.441340782122905
PROC_9_8852,procedure,357,21,DX_9_41401,0.8263305322128851
MED_BETAMETHASONE_DIPRO_0_05_OINT,medication,357,25,DX_10_E785,0.2773109243697479
MED_LITHIUM_CARBONATE_SR_LITHOBID,medication,357,13,DX_10_F319,0.20448179271708683
PROC_9_3761,procedure,356,25,DX_9_41401,0.851123595505618
PROC_9_7906,procedure,356,12,DX_9_4019,0.3061797752808989
MED_DAKINS_1_4_STRENGTH,medication,356,25,DX_10_I10,0.21629213483146068
MED_ALDESLEUKIN,medication,354,25,DX_9_V5812,0.731638418079096
PROC_9_9755,procedure,354,23,DX_9_4019,0.4491525423728814
PROC_10_0DB78ZX,procedure,354,25,DX_10_E785,0.3898305084745763
PROC_10_00HU33Z,procedure,354,25,DX_10_I10,0.3559322033898305
MED_ETRAVIRINE,medication,354,19,DX_9_042,0.3305084745762712
MED_PALIPERIDONE_ER,medication,354,13,DX_10_F17210,0.2062146892655367
PROC_10_0UQMXZZ,procedure,353,24,DX_10_Z370,0.9858356940509915
PROC_10_02HP32Z,procedure,353,25,DX_10_E785,0.5439093484419264
MED_DECITABINE,medication,353,25,DX_10_Z87891,0.38526912181303113
PROC_9_3794,procedure,352,25,DX_9_4280,0.5482954545454546
MED_FLUVOXAMINE_MALEATE,medication,351,15,DX_10_F419,0.2222222222222222
MED_ACAMPROSATE,medication,350,25,DX_10_F419,0.24857142857142858
PROC_9_4573,procedure,349,25,DX_9_4019,0.4326647564469914
MED_AMOXICILLIN_CLAVULANATE_SUSP,medication,349,19,DX_10_I10,0.22636103151862463
MED_BICTEGRAV_EMTRICIT_TENOFOV_ALA,medication,348,24,DX_10_Z21,0.6925287356321839
PROC_9_8106,procedure,348,23,DX_9_7213,0.6752873563218391
PROC_10_5A02210,procedure,347,25,DX_10_E785,0.6340057636887608
MED_POSACONAZOLE,medication,347,25,DX_10_T451X5A,0.4265129682997118
PROC_10_0FB03ZX,procedure,347,25,DX_10_I10,0.2968299711815562
PROC_9_4824,procedure,347,25,DX_9_4019,0.2968299711815562
MED_EMTRICITABINE,medication,346,13,DX_9_V08,0.3554913294797688
MED_OXYCODONE_CONCENTRATED_ORAL_SOLN,medication,342,25,DX_10_Z66,0.49122807017543857
MED_LIOTHYRONINE_SODIUM,medication,342,9,DX_9_2449,0.26608187134502925
MED_FLUOCINONIDE_0_05_CREAM,medication,342,24,DX_9_4019,0.23391812865497075
MED_MEXILETINE,medication,339,25,DX_9_4280,0.4749262536873156
PROC_9_0353,procedure,339,16,DX_9_4019,0.34513274336283184
MED_DICLOXACILLIN,medication,339,17,DX_9_4019,0.31563421828908556
PROC_9_9427,procedure,338,17,DX_9_V6284,0.35798816568047337
PROC_9_8103,procedure,336,21,DX_9_4019,0.4732142857142857
PROC_9_5794,procedure,336,20,DX_9_4019,0.4107142857142857
PROC_10_02100Z8,procedure,335,25,DX_10_D62,0.817910447761194
PROC_9_064,procedure,334,11,DX_9_193,0.6107784431137725
MED_MUCINEX,medication,334,25,DX_9_4019,0.3502994011976048
MED_BORTEZOMIB,medication,334,25,DX_10_C9000,0.32335329341317365
MED_PENTOXIFYLLINE,medication,333,25,DX_9_5711,0.2132132132132132
PROC_10_0WJG4ZZ,procedure,332,25,DX_10_I10,0.42168674698795183
MED_NITROGLYCERIN_PATCH,medication,332,25,DX_9_4019,0.39457831325301207
MED_IOHEXOL_240,medication,332,25,DX_10_I10,0.3463855421686747
MED_AMINO_ACIDS_4_25_W_DEXTROSE_5,medication,331,25,DX_9_4019,0.31722054380664655
MED_CARBAMAZEPINE_EXTENDED_RELEASE,medication,331,17,DX_10_I10,0.23564954682779457
PROC_9_6632,procedure,330,12,DX_9_V252,1.0
PROC_10_03VG3DZ,procedure,329,21,DX_10_I671,0.5653495440729484
PROC_9_0481,procedure,329,17,DX_9_4019,0.3617021276595745
MED_DORNASE_ALFA,medication,328,25,DX_10_J869,0.36890243902439024
MED_MESALAMINE_RECTAL,medication,328,16,DX_9_5569,0.22560975609756098
MED_BICITRA,medication,328,19,DX_9_5849,0.1676829268292683
MED_DICLOFENAC_SODIUM_DR,medication,326,13,DX_9_4019,0.27607361963190186
MED_TUBERCULIN_PPD,medication,325,25,DX_10_N186,0.49538461538461537
MED_CYCLOSPORINE_SANDIMMUNE,medication,325,25,DX_9_4019,0.28923076923076924
PROC_9_8774,procedure,324,20,DX_9_591,0.5123456790123457
PROC_10_06H03DZ,procedure,324,25,DX_10_D62,0.4104938271604938
MED_CARBIDOPA_LEVODOPA_CR_50_200,medication,324,25,DX_9_3320,0.39814814814814814
MED_BETAMETHASONE_SODIUM_PHOS_ACET,medication,322,11,DX_9_64403,0.3136645962732919
MED_NEOMYCIN_SULFATE,medication,322,18,DX_10_I10,0.2484472049689441
PROC_9_5503,procedure,320,25,DX_9_591,0.80625
PROC_9_4233,procedure,319,25,DX_9_5723,0.5736677115987461
MED_SACUBITRIL_VALSARTAN_49MG_51MG,medication,318,25,DX_10_E785,0.5974842767295597
PROC_10_0B9J8ZX,procedure,318,25,DX_10_J9601,0.5031446540880503
PROC_9_6561,procedure,318,25,DX_9_4019,0.44339622641509435
MED_BRIMONIDINE_TARTRATE_0_2_OPHTH,medication,314,25,DX_10_E785,0.5732484076433121
PROC_10_0RB30ZZ,procedure,314,19,DX_10_M4802,0.5668789808917197
MED_ENALAPRILAT,medication,314,15,DX_9_4019,0.5191082802547771
PROC_10_0F9430Z,procedure,314,25,DX_10_E785,0.48089171974522293
PROC_10_3E03317,procedure,314,25,DX_10_E785,0.3885350318471338
PROC_10_3E0R305,procedure,311,25,DX_10_T451X5A,0.4758842443729904
PROC_10_05HM33Z,procedure,311,25,DX_10_E785,0.3954983922829582
MED_DEXTROMETHORPHAN_POLISTIREX,medication,311,25,DX_10_E785,0.3408360128617363
PROC_10_0W9J30Z,procedure,311,25,DX_10_I10,0.3215434083601286
MED_VANCOMYCIN_ENEMA,medication,310,25,DX_9_00845,0.4129032258064516
MED_0_9_SODIUM_CHL_YELLOW_CADD,medication,310,25,DX_10_I10,0.3967741935483871
PROC_9_8105,procedure,309,25,DX_9_4019,0.4174757281553398
PROC_9_0015,procedure,308,25,DX_9_V5812,0.8214285714285714
PROC_9_4576,procedure,307,25,DX_9_56211,0.48859934853420195
PROC_10_0B21XFZ,procedure,307,25,DX_10_I10,0.3973941368078176
PROC_9_8674,procedure,307,23,DX_9_4019,0.3941368078175896
MED_CLICK_CHANGE_TO_CHOOSE_A_BASE_SOLUTION,medication,306,25,DX_10_E872,0.42483660130718953
PROC_10_0D1B0Z4,procedure,306,25,DX_10_I10,0.3366013071895425
MED_HEPATITIS_B_VACCINE,medication,306,24,DX_10_Z23,0.14052287581699346
PROC_9_8876,procedure,305,12,DX_9_4019,0.25573770491803277
PROC_10_5A1D00Z,procedure,304,25,DX_10_N186,0.7861842105263158
MED_OXALIPLATIN,medication,304,25,DX_10_Z5111,0.40460526315789475
MED_HEMORRHOIDAL_SUPPOSITORY,medication,304,20,DX_9_4019,0.21710526315789475
MED_HAEMOPHILUS_B_CONJ_VACCINE,medication,304,12,DX_9_4019,0.20394736842105263
PROC_9_5411,procedure,303,20,DX_9_4019,0.3432343234323432
MED_IMIPENEM_CILASTATIN,medication,303,25,DX_9_4019,0.31683168316831684
PROC_9_8751,procedure,301,25,DX_9_5762,0.5980066445182725
PROC_10_0SG0071,procedure,301,23,DX_10_M4316,0.5016611295681063
PROC_9_6029,procedure,299,17,DX_9_60001,0.842809364548495
MED_VALGANCICLOVIR_ORAL_SOLUTION,medication,299,25,DX_10_D62,0.4983277591973244
MED_NIACIN,medication,299,23,DX_9_4019,0.3712374581939799
MED_ESTRADIOL,medication,299,13,DX_10_F329,0.16722408026755853
PROC_9_5498,procedure,298,25,DX_9_5856,0.9664429530201343
MED_METHOTREXATE_SODIUM,medication,298,15,DX_9_V5811,0.5604026845637584
PROC_10_3E0336Z,procedure,298,25,DX_10_I10,0.3691275167785235
MED_MIRAPEX,medication,298,25,DX_9_4019,0.3691275167785235
PROC_10_0QSG04Z,procedure,298,20,DX_10_I10,0.3187919463087248
MED_OPIUM_TINCTURE,medication,297,25,DX_9_78791,0.3939393939393939
PROC_9_736,procedure,296,8,DX_9_V270,0.9797297297297297
PROC_9_7869,procedure,296,21,DX_9_E8781,0.4222972972972973
PROC_10_0UT20ZZ,procedure,295,25,DX_10_I10,0.3864406779661017
PROC_9_0093,procedure,294,25,DX_9_5856,0.5238095238095238
PROC_9_0044,procedure,293,25,DX_9_4019,0.5255972696245734
PROC_10_0DB38ZX,procedure,293,25,DX_10_K219,0.3412969283276451
MED_KETOCONAZOLE_SHAMPOO,medication,292,15,DX_10_K219,0.18835616438356165
PROC_10_00NW0ZZ,procedure,291,21,DX_10_M4802,0.7216494845360825
MED_METRONIDAZOLE_TOPICAL_1_GEL,medication,291,12,DX_9_4019,0.2268041237113402
PROC_9_7915,procedure,290,25,DX_9_82021,0.4862068965517241
PROC_10_0W9B3ZZ,procedure,288,25,DX_10_J90,0.4722222222222222
PROC_10_0W9D30Z,procedure,287,25,DX_10_I314,0.8013937282229965
PROC_10_02K83ZZ,procedure,287,25,DX_10_E785,0.5226480836236934
MED_IRON_DEXTRAN_COMPLEX,medication,287,20,DX_10_D509,0.34843205574912894
MED_METHYLPHENIDATE_SR,medication,287,19,DX_9_4019,0.24041811846689895
PROC_9_8964,procedure,286,25,DX_9_4280,0.7342657342657343
PROC_10_B41FYZZ,procedure,286,25,DX_10_E785,0.5314685314685315
PROC_9_7867,procedure,285,13,DX_9_4019,0.3298245614035088
PROC_10_0QSH04Z,procedure,284,21,DX_10_S82142A,0.3274647887323944
PROC_10_0RG2071,procedure,283,24,DX_10_M4802,0.6678445229681979
MED_POTASSIUM_BICARBONATE_EFF,medication,283,25,DX_10_Z20822,0.3392226148409894
MED_LACTIC_ACID_12_LOTION,medication,283,25,DX_9_4019,0.2332155477031802
MED_BETHANECHOL,medication,283,25,DX_9_2724,0.19434628975265017
MED_FAT_EMULSION_20,medication,283,21,DX_10_E43,0.1872791519434629
MED_ADDERALL,medication,282,15,DX_9_311,0.29432624113475175
MED_TERBINAFINE_1_CREAM,medication,282,24,DX_9_4019,0.2553191489361702
PROC_9_5184,procedure,281,18,DX_9_4019,0.4626334519572954
MED_HYDROMORPHONE_ORAL_SOLUTION_1_MG_1_ML,medication,281,25,DX_10_Z515,0.3665480427046263
PROC_10_3E1M39Z,procedure,280,25,DX_10_N186,0.9857142857142858
PROC_9_5523,procedure,280,25,DX_9_5849,0.55
MED_DOCUSATE,medication,280,25,DX_9_4019,0.45714285714285713
MED_RESTASIS,medication,280,21,DX_9_4019,0.30357142857142855
PROC_9_3845,procedure,279,25,DX_9_4019,0.6057347670250897
MED_THROMBIN,medication,279,25,DX_10_D62,0.21505376344086022
PROC_9_0212,procedure,278,15,DX_9_4019,0.3920863309352518
PROC_9_4651,procedure,277,17,DX_9_V552,0.851985559566787
PROC_9_3522,procedure,277,25,DX_9_4241,0.6787003610108303
MED_FUROSEMIDE_HEART_FAILURE,medication,277,25,DX_9_4280,0.4368231046931408
MED_COVID_19_VACCINE_PFIZER,medication,276,25,DX_10_Z20822,0.6485507246376812
PROC_10_0F2BX0Z,procedure,276,25,DX_10_K831,0.6231884057971014
PROC_9_5101,procedure,276,25,DX_9_4019,0.5
PROC_9_4495,procedure,275,16,DX_9_27801,0.9927272727272727
PROC_9_8945,procedure,275,25,DX_9_42731,0.5745454545454546
MED_IRON_DEXTRAN_TEST_DOSE,medication,274,24,DX_10_D509,0.35036496350364965
MED_VARICELLA_VIRUS_VACCINE,medication,273,21,DX_10_Z370,0.7692307692307693
PROC_10_00B70ZZ,procedure,273,21,DX_10_G936,0.706959706959707
PROC_10_B246ZZ4,procedure,273,25,DX_10_E785,0.6483516483516484
MED_MELPHALAN,medication,273,25,DX_10_T451X5A,0.3772893772893773
MED_IMIPRAMINE,medication,272,20,DX_9_4019,0.35661764705882354
MED_EMPAGLIFLOZIN,medication,270,25,DX_10_E785,0.7296296296296296
MED_INSULIN_REGULAR_HUMAN_U_500,medication,270,25,DX_10_Z794,0.5407407407407407
PROC_10_06HY33Z,procedure,270,25,DX_10_Z66,0.4703703703703704
PROC_10_0DHA3UZ,procedure,270,25,DX_10_E43,0.3925925925925926
PROC_9_9905,procedure,270,25,DX_9_4019,0.3333333333333333
PROC_9_5569,procedure,269,25,DX_9_5856,0.9033457249070632
PROC_10_4A133B3,procedure,269,25,DX_10_R570,0.5576208178438662
PROC_10_0T25X0Z,procedure,269,25,DX_10_N179,0.4795539033457249
MED_AVAPRO,medication,268,19,DX_9_4019,0.5746268656716418
PROC_9_3512,procedure,267,25,DX_9_4240,0.8951310861423221
PROC_10_009630Z,procedure,267,25,DX_10_I10,0.5093632958801498
MED_BUPRENORPHINE_NALOXONE_TABLET_8MG_2MG,medication,267,25,DX_10_F17210,0.4344569288389513
MED_FONDAPARINUX_SODIUM,medication,267,23,DX_9_4019,0.42696629213483145
PROC_9_7769,procedure,267,25,DX_9_4019,0.36704119850187267
PROC_10_0JH60WZ,procedure,266,25,DX_10_I10,0.40225563909774437
MED_CYCLOSPORINE_0_05_OPHTH_EMULSION,medication,266,24,DX_10_E785,0.34962406015037595
PROC_10_B218YZZ,procedure,265,25,DX_10_E785,0.7320754716981132
PROC_10_02HQ32Z,procedure,265,25,DX_10_N179,0.5283018867924528
MED_POSACONAZOLE_SUSPENSION,medication,264,23,DX_9_4019,0.3446969696969697
MED_KETOROLAC_0_5_OPHTH_SOLN,medication,263,25,DX_10_E785,0.5171102661596958
MED_LIDOCAINE_0_5_EPINEPHRINE,medication,263,25,DX_10_E785,0.3574144486692015
PROC_9_4823,procedure,263,19,DX_9_4019,0.34980988593155893
PROC_9_7931,procedure,263,21,DX_9_4019,0.33079847908745247
PROC_10_10H07YZ,procedure,262,25,DX_10_Z370,0.9923664122137404
PROC_10_02HK3KZ,procedure,262,25,DX_10_I472,0.5725190839694656
PROC_10_B410YZZ,procedure,262,25,DX_10_E785,0.5305343511450382
PROC_10_00U20KZ,procedure,262,25,DX_10_I10,0.4198473282442748
PROC_10_0DB80ZZ,procedure,262,25,DX_10_I10,0.3969465648854962
MED_MENINGOCOCCAL_CONJ_VACCINE_MENACTRA,medication,262,16,DX_9_4019,0.2366412213740458
PROC_9_0392,procedure,258,22,DX_9_4019,0.38372093023255816
MED_RASBURICASE,medication,257,25,DX_10_N179,0.43190661478599224
PROC_10_0FBG0ZZ,procedure,256,25,DX_10_I10,0.5
PROC_9_8108,procedure,256,20,DX_9_7213,0.4453125
MED_CIPROFLOXACIN,medication,256,16,DX_9_4019,0.33203125
PROC_10_B41GYZZ,procedure,255,25,DX_10_E785,0.5254901960784314
MED_HEPATITIS_B_VACCINE_20_MCG_ML,medication,254,25,DX_10_N179,0.33858267716535434
PROC_10_02110Z9,procedure,253,25,DX_10_D62,0.8893280632411067
MED_DRONEDARONE,medication,253,24,DX_9_42731,0.5217391304347826
MED_THEOPHYLLINE_SR,medication,253,25,DX_9_4019,0.4031620553359684
PROC_10_3E0L3GC,procedure,253,25,DX_10_Z87891,0.4031620553359684
PROC_9_370,procedure,252,25,DX_9_4233,0.6785714285714286
PROC_10_0B110F4,procedure,252,25,DX_10_I10,0.44841269841269843
MED_CARBIDOPA_LEVODOPA_CR_25_100,medication,252,22,DX_10_G20,0.40476190476190477
PROC_10_0JBQ0ZZ,procedure,251,25,DX_10_Z794,0.545816733067729
PROC_10_07B74ZX,procedure,251,21,DX_10_Z87891,0.5298804780876494
MED_FLUDARABINE_PHOSPHATE,medication,251,25,DX_10_T451X5A,0.43824701195219123
PROC_9_8851,procedure,251,25,DX_9_45341,0.3665338645418327
PROC_10_00JU3ZZ,procedure,250,25,DX_10_I10,0.44
MED_PENICILLIN_V_POTASSIUM,medication,250,12,DX_10_E785,0.148
MED_METHYLPHENIDATE,medication,249,19,DX_9_4019,0.46586345381526106
MED_MULTIVITAMINS_W_MINERALS_LIQUID,medication,249,25,DX_10_I10,0.3493975903614458
MED_NIACINAMIDE,medication,248,25,DX_10_U071,0.7459677419354839
PROC_10_0F9930Z,procedure,248,25,DX_10_K831,0.5846774193548387
MED_ENTACAPONE,medication,248,20,DX_10_G20,0.5201612903225806
MED_LUMIGAN,medication,248,20,DX_9_3659,0.3870967741935484
PROC_9_8415,procedure,247,25,DX_9_V5867,0.4291497975708502
PROC_9_8345,procedure,247,25,DX_9_4019,0.32793522267206476
PROC_9_3818,procedure,246,25,DX_9_4019,0.6016260162601627
MED_OLMESARTAN,medication,246,18,DX_9_4019,0.5650406504065041
MED_THYROID,medication,246,17,DX_9_2449,0.4105691056910569
MED_BACITRACIN_POLYMYXIN_B_SULFATE_OPHT_OINT,medication,246,13,DX_9_4019,0.35772357723577236
PROC_10_0DBM8ZX,procedure,246,25,DX_10_I10,0.34552845528455284
PROC_9_3728,procedure,245,17,DX_9_42731,0.8408163265306122
MED_INV_THIAMINE,medication,245,25,DX_10_Z006,0.6571428571428571
PROC_10_0JH608Z,procedure,244,25,DX_10_I472,0.6270491803278688
MED_CARBIDOPA_LEVODOPA_25_250,medication,244,24,DX_9_3320,0.46311475409836067
MED_REPAGLINIDE,medication,244,20,DX_9_4019,0.28688524590163933
MED_CLINDAMYCIN_1_SOLUTION,medication,244,25,DX_10_K219,0.2786885245901639
PROC_9_8879,procedure,244,9,DX_9_4019,0.27049180327868855
MED_SYRINGE_NS,medication,244,11,DX_9_4019,0.18032786885245902
PROC_10_0U7C7DZ,procedure,243,25,DX_10_Z370,0.9835390946502057
MED_PHENYTOIN_SODIUM_IV,medication,243,25,DX_9_4019,0.35802469135802467
MED_TIGECYCLINE,medication,243,25,DX_9_4019,0.35390946502057613
MED_INFLIXIMAB,medication,243,13,DX_10_Z87891,0.14814814814814814
MED_METHYLENE_BLUE_1,medication,241,18,DX_9_27801,0.6348547717842323
PROC_9_3409,procedure,241,25,DX_9_4019,0.3941908713692946
MED_23_4_SODIUM_CHLORIDE,medication,241,25,DX_10_G936,0.3817427385892116
PROC_9_560,procedure,240,12,DX_9_5921,0.7458333333333333
MED_NEXIUM,medication,240,15,DX_9_53081,0.5125
PROC_10_0SG1071,procedure,239,25,DX_10_I10,0.5439330543933054
PROC_9_3614,procedure,238,25,DX_9_41401,0.9915966386554622
PROC_10_0DBN0ZZ,procedure,238,25,DX_10_I10,0.38235294117647056
PROC_10_0JBR0ZZ,procedure,237,25,DX_10_Z794,0.5316455696202531
PROC_10_0DBL8ZX,procedure,237,25,DX_10_I10,0.350210970464135
MED_CALCIPOTRIENE_0_005_CREAM,medication,237,24,DX_9_6961,0.3037974683544304
MED_RANOLAZINE,medication,236,25,DX_9_4280,0.576271186440678
MED_CELEBREX,medication,236,17,DX_9_4019,0.4025423728813559
MED_DESIPRAMINE,medication,236,22,DX_9_4019,0.3050847457627119
MED_IRON_POLYSACCHARIDES_COMPLEX,medication,236,23,DX_9_4280,0.288135593220339
PROC_10_02703ZZ,procedure,235,25,DX_10_E785,0.7063829787234043
MED_COVID_19_VACCINE_MODERNA,medication,234,25,DX_10_Z20822,0.688034188034188
PROC_10_4A1239Z,procedure,234,25,DX_10_E785,0.5683760683760684
PROC_9_0042,procedure,234,25,DX_9_4019,0.5085470085470085
MED_TETANUS_DIPHTOX_ACELLULAR_PERTUSS_TDAP,medication,234,19,DX_10_Z370,0.38461538461538464
MED_LEFLUNOMIDE,medication,234,25,DX_9_7140,0.36324786324786323
MED_PHENASEPTIC_THROAT_SPRAY,medication,234,12,DX_9_4019,0.32905982905982906
MED_IVERMECTIN,medication,234,17,DX_9_4019,0.1752136752136752
MED_VENETOCLAX,medication,233,25,DX_10_T451X5A,0.44635193133047213
MED_ASPIRIN_CAFFEINE_BUTALBITAL,medication,233,15,DX_9_4019,0.27896995708154504
PROC_10_027035Z,procedure,232,25,DX_10_E785,0.6982758620689655
PROC_9_5749,procedure,232,25,DX_9_4019,0.43103448275862066
MED_OPIUM_TINCTURE_MORPHINE_10_MG_ML,medication,232,25,DX_10_N179,0.3103448275862069
MED_PILOCARPINE_4,medication,231,25,DX_10_H409,0.38095238095238093
PROC_10_3E0G8GC,procedure,230,25,DX_10_D62,0.5869565217391305
MED_BENZOCAINE_MENTHOL_SORE_THROAT_LOZENGE,medication,230,25,DX_10_Z20822,0.5826086956521739
PROC_10_0HQ1XZZ,procedure,230,25,DX_10_S0181XA,0.5826086956521739
MED_PROPAFENONE_HCL,medication,230,15,DX_9_42731,0.5826086956521739
PROC_9_9702,procedure,230,25,DX_9_4019,0.3869565217391304
PROC_10_02RX0JZ,procedure,229,25,DX_10_D62,0.8646288209606987
PROC_10_0D9670Z,procedure,229,25,DX_10_Z20822,0.5283842794759825
MED_METHADONE_CONCENTRATED_ORAL_SOLUTION_10_MG_1_ML,medication,229,25,DX_10_F17210,0.4585152838427948
MED_SODIUM_CHLORIDE_0_9_MINI_BAG_PLUS,medication,229,25,DX_10_E785,0.4279475982532751
MED_CREON_10,medication,229,22,DX_9_5771,0.40611353711790393
PROC_10_0DNW0ZZ,procedure,228,25,DX_10_K660,0.6403508771929824
MED_NIFEDIPINE_IMMEDIATE_RELEASE,medication,227,25,DX_10_Z370,0.5991189427312775
MED_XOPENEX,medication,227,25,DX_9_4019,0.42731277533039647
PROC_9_5293,procedure,227,18,DX_9_4019,0.3920704845814978
PROC_9_415,procedure,227,18,DX_9_4019,0.34801762114537443
PROC_10_02580ZZ,procedure,226,25,DX_10_D62,0.8362831858407079
PROC_9_5551,procedure,226,13,DX_9_1890,0.5752212389380531
PROC_10_0JB80ZZ,procedure,226,25,DX_10_I10,0.41150442477876104
PROC_10_0DBK8ZX,procedure,226,25,DX_10_I10,0.336283185840708
PROC_10_0UH97HZ,procedure,225,23,DX_10_Z370,0.9111111111111111
MED_BENICAR,medication,225,14,DX_9_4019,0.68
MED_GENTAMICIN_0_1_CREAM,medication,225,25,DX_10_N186,0.6088888888888889
PROC_9_8741,procedure,225,12,DX_9_4019,0.26222222222222225
PROC_10_02BG0ZZ,procedure,224,25,DX_10_D62,0.7633928571428571
PROC_9_7768,procedure,224,25,DX_9_V5867,0.4955357142857143
MED_RANEXA,medication,224,25,DX_9_2724,0.46875
PROC_9_8099,procedure,224,19,DX_9_4019,0.38839285714285715
PROC_9_0113,procedure,223,11,DX_9_4019,0.39461883408071746
PROC_9_9923,procedure,223,25,DX_9_4019,0.36771300448430494
PROC_9_3327,procedure,222,25,DX_9_4019,0.45045045045045046
PROC_10_06L38CZ,procedure,221,25,DX_10_K766,0.8416289592760181
PROC_10_0JPT0PZ,procedure,221,25,DX_10_E785,0.5972850678733032
PROC_10_02L70CK,procedure,220,25,DX_10_D62,0.8772727272727273
PROC_9_5349,procedure,220,12,DX_9_5531,0.6727272727272727
MED_TIROFIBAN,medication,220,25,DX_10_E785,0.4772727272727273
MED_AEROGEN_SYRINGE_SW,medication,220,25,DX_10_D62,0.4636363636363636
MED_HEPATITIS_A_VACCINE,medication,220,25,DX_10_E871,0.30454545454545456
PROC_9_9394,procedure,220,9,DX_9_4019,0.2590909090909091
MED_ISAVUCONAZONIUM_SULFATE,medication,218,25,DX_10_T451X5A,0.3669724770642202
PROC_9_5412,procedure,217,25,DX_9_4019,0.41013824884792627
PROC_10_0B9C8ZX,procedure,217,25,DX_10_J9601,0.3778801843317972
PROC_10_B213YZZ,procedure,216,25,DX_10_E785,0.7129629629629629
PROC_10_0DB28ZX,procedure,216,25,DX_10_I10,0.3611111111111111
MED_PHENAZOPYRIDINE_HCL,medication,215,12,DX_9_4019,0.3674418604651163
MED_METHADONE_ORAL_SOLUTION_2_MG_1_ML,medication,214,25,DX_10_F17210,0.4205607476635514
MED_BENGAY,medication,213,16,DX_9_4019,0.38028169014084506
PROC_10_0D1B4Z4,procedure,213,10,DX_10_Z87891,0.3286384976525822
PROC_10_04CL0ZZ,procedure,212,25,DX_10_E785,0.5990566037735849
PROC_10_0RG20A0,procedure,211,16,DX_10_M4802,0.7061611374407583
PROC_9_527,procedure,211,25,DX_9_4019,0.5165876777251185
PROC_10_0HBJXZZ,procedure,211,24,DX_10_I10,0.45023696682464454
PROC_9_062,procedure,211,8,DX_9_193,0.33175355450236965
MED_LITHIUM_CARBONATE_CR_ESKALITH,medication,210,17,DX_10_F319,0.3523809523809524
PROC_10_0S9C3ZX,procedure,209,25,DX_10_E785,0.37320574162679426
PROC_10_0VT04ZZ,procedure,208,11,DX_10_C61,0.6971153846153846
PROC_10_0DHA8UZ,procedure,208,25,DX_10_E43,0.5
PROC_9_7788,procedure,208,25,DX_9_3572,0.4567307692307692
MED_FLUPHENAZINE,medication,208,13,DX_9_4019,0.1971153846153846
PROC_9_605,procedure,207,7,DX_9_185,0.9903381642512077
PROC_10_0FD98ZX,procedure,207,24,DX_10_K831,0.782608695652174
MED_LAMIVUDINE_ZIDOVUDINE_COMBIVIR,medication,207,12,DX_9_V08,0.48792270531400966
MED_ASPIRIN_BUFFERED,medication,207,16,DX_9_4019,0.4396135265700483
PROC_9_4601,procedure,207,23,DX_9_4019,0.37681159420289856
MED_ETHAMBUTOL_HCL,medication,205,9,DX_10_E785,0.14634146341463414
PROC_10_03LG3DZ,procedure,204,13,DX_10_I10,0.4852941176470588
PROC_10_0F798ZZ,procedure,204,22,DX_10_K219,0.43137254901960786
MED_EXEMESTANE,medication,204,13,DX_10_Z853,0.4117647058823529
MED_ORABASE_W_BENZOCAINE_PASTE,medication,204,13,DX_9_4019,0.25
MED_MOXIFLOXACIN,medication,204,6,DX_9_4019,0.23039215686274508
MED_GEMCITABINE,medication,204,24,DX_10_I10,0.22058823529411764
MED_BISMUTH_SUBSALICYLATE_CHEWABLE,medication,204,15,DX_10_E785,0.18627450980392157
MED_POTASSIUM_CHL_40_MEQ_1000_ML_D5W,medication,203,25,DX_9_2760,0.5270935960591133
MED_PROPOXYPHENE_NAP_APAP_N_100,medication,203,15,DX_9_4019,0.4630541871921182
PROC_9_6829,procedure,203,11,DX_9_2181,0.43842364532019706
PROC_9_8845,procedure,203,22,DX_9_2724,0.42857142857142855
PROC_10_0U7C7ZZ,procedure,202,25,DX_10_Z370,0.9851485148514851
PROC_9_4543,procedure,202,25,DX_9_2851,0.5396039603960396
MED_BUPRENORPHINE_NALOXONE_FILM_4MG_1MG,medication,202,25,DX_10_F17210,0.46534653465346537
MED_POTASSIUM_CHL_20_MEQ_1000_ML_D5W,medication,202,25,DX_9_2760,0.2722772277227723
PROC_10_02RF0JZ,procedure,201,25,DX_10_D62,0.7860696517412935
